player_id,player_name,draft_year,draft_pick,draft_round,draft_team,college_name,birth_date,age_at_draft,height_in,weight_lb,position,has_college_stats,coll_season,coll_class,coll_pos,coll_conf,coll_g,coll_mp_per_g,coll_pts_per_g,coll_trb_per_g,coll_ast_per_g,coll_stl_per_g,coll_blk_per_g,coll_tov_per_g,coll_fg_pct,coll_fg3_pct,coll_ft_pct,coll_efg_pct,coll_per,coll_ts_pct,coll_usg_pct,coll_bpm,career_seasons,career_g,career_ws,career_ws_per_48,career_bpm,career_vorp,peak_bpm,window_seasons,early_vorp_sum,early_bpm_mean,early_ws_sum,early_per_mean,outcome_tier
fesenky01,Kyrylo Fesenko,2007,38,2,PHI,,1986-12-24,20.5,85.0,288.0,C,False,,,,,,,,,,,,,,,,,,,,,5.0,135.0,0.9,0.038,-5.7,-1.1,8.4,5,-1.2,-3.68,0.9,12.46,bust
baracst01,Stanko Barać,2007,39,2,MIA,,1986-08-14,20.87,85.0,240.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,bust
yuesu01,Sun Yue,2007,40,2,LAL,,1985-11-06,21.63,81.0,205.0,SG,False,,,,,,,,,,,,,,,,,,,,,1.0,10.0,-0.1,-0.226,-19.4,-0.1,-19.4,2,-0.1,-19.4,-0.1,-8.6,bust
richach01,Chris Richard,2007,41,2,MIN,Florida,1984-12-25,22.5,81.0,270.0,PF,True,2006-07,SR,C,SEC,40.0,18.2,6.2,3.7,0.4,0.3,0.3,1.2,0.69,,0.627,0.69,,0.683,,,2.0,70.0,0.7,0.045,-5.7,-0.7,-5.7,3,-0.7,-5.75,0.7,7.2,bust
byarsde01,Derrick Byars,2007,42,2,POR,Vanderbilt,1984-04-25,23.17,79.0,220.0,PF,True,2006-07,SR,G,SEC,34.0,31.4,17.0,4.9,3.4,1.4,0.1,2.4,0.457,0.373,0.711,0.544,,0.567,,,1.0,2.0,0.1,0.147,-4.7,0.0,-4.7,5,0.0,-4.7,0.1,14.9,bust
halusad02,Adam Haluska,2007,43,2,NOK,Iowa,1983-11-16,23.61,77.0,210.0,,True,2006-07,SR,G,Big Ten,31.0,34.5,20.5,4.6,2.6,1.4,0.3,1.7,0.408,0.363,0.87,0.504,,0.572,29.6,,,,,,,,,0,,,,,bust
terryre01,Reyshawn Terry,2007,44,2,ORL,UNC,1984-04-07,23.22,80.0,230.0,,True,2006-07,SR,F,ACC,38.0,21.5,9.7,5.4,1.7,0.7,0.6,1.8,0.494,0.437,0.739,0.58,,0.607,,,,,,,,,,0,,,,,bust
jordaja01,Jared Jordan,2007,45,2,LAC,Marist College,1984-10-14,22.7,74.0,190.0,,True,2006-07,SR,G,MAAC,33.0,37.9,17.2,5.9,8.7,1.4,0.1,3.3,0.425,0.298,0.69,0.485,,0.52,,,,,,,,,,0,,,,,bust
lasmest01,Stéphane Lasme,2007,46,2,GSW,UMass,1982-12-17,24.52,80.0,215.0,PF,True,2006-07,SR,F,A-10,33.0,30.6,13.5,9.5,0.8,0.9,5.1,2.4,0.611,,0.622,0.611,,0.622,20.2,,1.0,16.0,0.3,0.041,-4.4,-0.2,-4.4,3,-0.4,-4.4,0.6,11.7,bust
mcguido01,Dominic McGuire,2007,47,2,WAS,Fresno State,1985-10-20,21.68,81.0,220.0,SF,True,2006-07,JR,G,WAC,32.0,32.9,13.5,9.8,3.3,0.9,3.6,3.7,0.471,0.299,0.586,0.502,,0.526,,,6.0,342.0,4.1,0.037,-2.1,-0.1,-0.6,5,-0.5,-4.98,1.2,5.56,bust
gasolma01,Marc Gasol,2007,48,2,LAL,,1985-01-29,22.4,83.0,255.0,C,False,,,,,,,,,,,,,,,,,,,,,13.0,891.0,85.3,0.143,3.1,36.5,5.2,5,10.1,2.02,30.9,17.8,superstar
grayaa01,Aaron Gray,2007,49,2,CHI,Pitt,1984-12-07,22.55,84.0,270.0,C,True,2006-07,SR,C,Big East,36.0,28.2,13.9,9.5,1.7,0.4,1.7,1.5,0.565,,0.548,0.565,,0.567,,,7.0,318.0,6.2,0.077,-3.6,-1.5,0.1,5,-0.3,-3.36,3.9,13.48,bust
seibure01,Renaldas Seibutis,2007,50,2,DAL,,1985-07-23,21.92,78.0,185.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,bust
curryja01,JamesOn Curry,2007,51,2,CHI,Oklahoma State,1986-01-07,21.46,75.0,190.0,PG,True,2006-07,JR,G,Big 12,35.0,37.0,17.3,3.2,3.7,1.2,0.3,3.1,0.452,0.411,0.793,0.55,,0.588,24.0,,1.0,1.0,0.0,,,0.0,,1,0.0,,0.0,,bust
greenta01,Taurean Green,2007,52,2,POR,Florida,1986-11-28,20.57,72.0,177.0,SG,True,2006-07,JR,G,SEC,40.0,33.2,13.3,2.4,3.7,1.1,0.0,2.7,0.444,0.406,0.849,0.562,,0.623,,,1.0,17.0,-0.1,-0.066,-7.5,-0.1,-7.1,3,-0.2,-7.47,-0.2,7.2,bust
nichode01,Demetris Nichols,2007,53,2,POR,Syracuse,1984-09-04,22.81,80.0,216.0,SF,True,2006-07,SR,F,Big East,35.0,34.8,18.9,5.4,1.5,1.4,1.1,2.2,0.447,0.417,0.85,0.547,,0.586,25.0,,2.0,18.0,-0.2,-0.203,-10.3,-0.1,-1.2,5,-0.2,-12.22,-0.4,-2.08,bust
newlebr01,Brad Newley,2007,54,2,HOU,,1985-02-18,22.35,78.0,205.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,bust
hillhe02,Herbert Hill,2007,55,2,UTA,Providence,1984-10-01,22.73,82.0,240.0,,True,2006-07,SR,F,Big East,31.0,31.9,18.1,8.8,1.5,1.0,2.9,2.9,0.64,0.0,0.602,0.64,,0.639,,,,,,,,,,0,,,,,bust
sessira01,Ramon Sessions,2007,56,2,MIL,Nevada,1986-04-11,21.21,75.0,190.0,PG,True,2006-07,JR,G,WAC,34.0,30.2,12.3,4.7,4.7,0.9,0.2,2.5,0.452,0.38,0.825,0.482,,0.552,22.8,,11.0,691.0,28.8,0.086,-0.7,5.2,1.6,5,3.6,-0.5,15.5,16.48,starter
mejiasa01,Sammy Mejia,2007,57,2,DET,DePaul,1983-02-07,24.38,78.0,195.0,,True,2006-07,SR,G,Big East,34.0,33.5,14.1,5.9,2.6,1.0,0.1,1.9,0.481,0.353,0.602,0.535,,0.546,,,,,,,,,,0,,,,,bust
printgi01,Georgios Printezis,2007,58,2,SAS,,1985-02-22,22.34,81.0,240.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,bust
strawdj01,D.J. Strawberry,2007,59,2,PHO,Maryland,1985-06-15,22.03,77.0,201.0,SG,True,2006-07,SR,G,ACC,34.0,31.9,14.9,4.4,3.5,2.0,0.4,2.2,0.477,0.343,0.685,0.522,,0.553,22.7,,1.0,33.0,-0.2,-0.031,-5.6,-0.2,-5.6,1,-0.2,-5.6,-0.2,6.2,bust
rakovmi01,Milovan Raković,2007,60,2,DAL,,1985-02-19,22.35,82.0,280.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,bust
rosede01,Derrick Rose,2008,1,1,CHI,Memphis,1988-10-04,19.73,75.0,200.0,PG,True,2007-08,FR,G,CUSA,40.0,29.2,14.9,4.5,4.7,1.2,0.4,2.7,0.477,0.337,0.712,0.517,,0.56,26.0,,15.0,723.0,44.6,0.097,1.2,18.2,6.8,5,13.5,3.62,30.0,20.27,all_star
beaslmi01,Michael Beasley,2008,2,1,MIA,Kansas State,1989-01-09,19.46,81.0,235.0,PF,True,2007-08,FR,F,Big 12,33.0,31.5,26.2,12.4,1.2,1.3,1.6,2.9,0.532,0.379,0.774,0.563,,0.61,35.0,,11.0,609.0,15.6,0.054,-1.7,0.9,0.9,5,-0.2,-2.22,8.7,14.52,rotation
mayooj01,O.J. Mayo,2008,3,1,MIN,USC,1987-11-05,20.64,77.0,210.0,SG,True,2007-08,FR,G,Pac-10,33.0,36.8,20.7,4.5,3.3,1.5,0.4,3.5,0.442,0.409,0.803,0.524,,0.562,31.8,,8.0,547.0,21.8,0.062,-0.9,4.7,0.8,5,5.3,-0.32,19.1,14.0,starter
westbru01,Russell Westbrook,2008,4,1,SEA,UCLA,1988-11-12,19.62,76.0,200.0,SF,True,2007-08,SO,G,Pac-10,39.0,33.8,12.7,3.9,4.3,1.6,0.2,2.5,0.465,0.338,0.713,0.499,,0.538,21.8,,18.0,1301.0,112.9,0.126,3.5,59.1,11.1,5,15.0,2.36,36.9,20.68,superstar
loveke01,Kevin Love,2008,5,1,MEM,UCLA,1988-09-07,19.8,82.0,251.0,PF,True,2007-08,FR,C,Pac-10,39.0,29.6,17.5,10.6,1.9,0.7,1.4,2.0,0.559,0.354,0.767,0.595,,0.644,27.0,,18.0,989.0,96.0,0.164,3.2,36.7,8.9,5,10.4,2.08,32.7,21.32,superstar
gallida01,Danilo Gallinari,2008,6,1,NYK,,1988-08-08,19.88,82.0,236.0,SF,False,,,,,,,,,,,,,,,,,,,,,14.0,777.0,65.4,0.14,1.7,20.8,6.9,5,4.8,0.98,18.8,15.08,all_star
gordoer01,Eric Gordon,2008,7,1,LAC,Indiana,1988-12-25,19.5,75.0,215.0,SG,True,2007-08,FR,G,Big Ten,32.0,34.7,20.9,3.3,2.4,1.3,0.6,3.6,0.433,0.337,0.834,0.515,,0.601,30.8,,18.0,931.0,42.1,0.07,-0.8,9.1,2.4,5,4.3,0.26,14.9,16.42,starter
alexajo01,Joe Alexander,2008,8,1,MIL,West Virginia,1986-12-26,21.5,80.0,230.0,SF,True,2007-08,JR,G,Big East,36.0,31.6,16.9,6.4,2.4,0.7,1.5,2.2,0.462,0.268,0.814,0.474,,0.536,28.9,,2.0,67.0,0.5,0.03,-3.6,-0.3,-3.5,2,-0.3,-5.9,0.4,6.45,bust
augusdj01,D.J. Augustin,2008,9,1,CHA,Texas,1987-11-10,20.63,71.0,183.0,PG,True,2007-08,SO,G,Big 12,38.0,37.3,19.2,2.9,5.8,1.2,0.0,2.8,0.439,0.381,0.783,0.506,,0.557,,,14.0,976.0,47.7,0.1,-0.7,7.6,1.9,5,3.5,-0.64,17.4,13.42,starter
lopezbr01,Brook Lopez,2008,10,1,NJN,Stanford,1988-04-01,20.24,85.0,282.0,C,True,2007-08,SO,F,Pac-10,27.0,30.8,19.3,8.2,1.4,0.6,2.1,2.1,0.468,0.0,0.789,0.468,,0.537,33.7,,18.0,1180.0,94.2,0.129,1.2,28.3,3.7,5,8.4,1.0,29.3,20.78,superstar
bayleje01,Jerryd Bayless,2008,11,1,IND,Arizona,1988-08-20,19.85,75.0,200.0,PG,True,2007-08,FR,G,Pac-10,30.0,35.7,19.7,2.7,4.0,1.0,0.1,3.0,0.458,0.407,0.839,0.536,,0.612,29.2,,11.0,586.0,18.6,0.072,-1.6,1.1,1.7,5,-0.2,-3.4,6.2,11.74,rotation
thompja02,Jason Thompson,2008,12,1,SAC,Rider University,1986-07-21,21.93,83.0,250.0,C,True,2007-08,SR,C,MAAC,34.0,34.6,20.4,12.1,2.7,1.1,2.7,2.9,0.56,0.324,0.581,0.571,,0.579,29.0,,8.0,588.0,23.8,0.077,-2.6,-2.4,-0.6,5,-1.4,-2.46,17.1,14.6,bust
rushbr01,Brandon Rush,2008,13,1,POR,Kansas,1985-07-07,22.97,78.0,220.0,SG,True,2007-08,JR,G,Big 12,38.0,29.7,13.3,5.1,2.1,0.8,0.8,1.8,0.435,0.419,0.779,0.531,,0.557,,,9.0,481.0,11.2,0.051,-1.4,1.6,1.7,5,2.2,-0.84,9.5,11.26,rotation
randoan01,Anthony Randolph,2008,14,1,GSW,LSU,1989-07-15,18.95,82.0,205.0,PF,True,2007-08,FR,F,SEC,31.0,32.8,15.6,8.5,1.2,1.1,2.3,3.0,0.464,0.105,0.693,0.467,,0.511,28.0,,6.0,252.0,5.8,0.072,-1.6,0.4,-0.6,5,0.2,-2.52,4.1,15.58,rotation
lopezro01,Robin Lopez,2008,15,1,PHO,Stanford,1988-04-01,20.24,85.0,281.0,C,True,2007-08,SO,C,Pac-10,36.0,24.5,10.2,5.7,0.6,0.5,2.3,1.8,0.534,1.0,0.652,0.536,,0.565,22.7,,16.0,992.0,49.6,0.114,-1.1,4.6,1.2,5,1.1,-1.94,13.5,15.44,starter
speigma01,Marreese Speights,2008,16,1,PHI,Florida,1987-08-04,20.9,82.0,255.0,C,True,2007-08,SO,C,SEC,36.0,24.3,14.5,8.1,0.9,0.4,1.4,1.7,0.624,,0.692,0.624,,0.64,,,10.0,705.0,25.8,0.116,-2.2,-0.6,0.6,5,-0.8,-2.62,13.1,16.44,bust
hibbero01,Roy Hibbert,2008,17,1,TOR,Georgetown,1986-12-11,21.54,86.0,270.0,C,True,2007-08,SR,C,Big East,34.0,26.3,13.4,6.4,1.9,0.5,2.2,1.7,0.609,1.0,0.646,0.614,,0.626,25.9,,9.0,662.0,35.9,0.105,-1.1,3.5,1.4,5,3.4,-0.78,22.1,16.96,starter
mcgeeja01,JaVale McGee,2008,18,1,WAS,Nevada,1988-01-19,20.44,84.0,270.0,C,True,2007-08,SO,F,WAC,33.0,27.3,14.1,7.3,0.6,0.8,2.8,2.4,0.529,0.333,0.525,0.549,,0.55,27.7,,16.0,909.0,43.7,0.143,0.0,7.3,1.6,5,2.3,-0.76,16.3,18.18,starter
hicksjj01,J.J. Hickson,2008,19,1,CLE,NC State,1988-09-04,19.81,81.0,242.0,C,True,2007-08,FR,F,ACC,31.0,28.7,14.8,8.5,1.0,0.7,1.5,2.7,0.591,0.0,0.677,0.591,,0.621,26.8,,8.0,534.0,21.9,0.088,-1.8,0.5,0.2,5,-1.4,-2.96,8.9,13.62,rotation
ajincal01,Alexis Ajinça,2008,20,1,CHA,,1988-05-06,20.14,86.0,248.0,C,False,,,,,,,,,,,,,,,,,,,,,7.0,293.0,7.5,0.093,-2.8,-0.8,-0.3,5,-0.6,-4.72,0.6,10.06,bust
anderry01,Ryan Anderson,2008,21,1,NJN,California,1988-05-06,20.14,81.0,240.0,C,True,2007-08,SO,F,Pac-10,33.0,32.8,21.1,9.9,1.4,0.4,0.5,2.2,0.49,0.41,0.869,0.559,,0.618,29.4,,12.0,649.0,46.7,0.134,1.0,12.8,4.6,5,9.2,2.36,27.4,18.0,all_star
leeco01,Courtney Lee,2008,22,1,ORL,Western Kentucky,1985-10-03,22.73,77.0,215.0,SG,True,2007-08,SR,G,Sun Belt,36.0,30.0,20.4,4.9,2.1,1.8,0.8,2.3,0.477,0.397,0.822,0.541,,0.585,,,12.0,811.0,39.3,0.086,-0.6,7.9,1.6,5,3.3,-0.62,16.7,12.08,starter
koufoko01,Kosta Koufos,2008,23,1,UTA,Ohio State,1989-02-24,19.33,84.0,245.0,C,True,2007-08,FR,F,Big Ten,37.0,27.1,14.4,6.7,0.5,0.4,1.8,1.5,0.508,0.349,0.68,0.533,,0.551,,,11.0,686.0,28.3,0.12,-1.3,2.0,0.9,5,-0.9,-4.68,1.8,13.24,rotation
ibakase01,Serge Ibaka,2008,24,1,SEA,,1989-09-18,18.77,83.0,235.0,C,False,,,,,,,,,,,,,,,,,,,,,14.0,919.0,73.0,0.139,0.5,15.7,2.3,5,5.7,0.7,26.9,17.82,all_star
batumni01,Nicolas Batum,2008,25,1,HOU,,1988-12-14,19.53,79.0,230.0,PF,False,,,,,,,,,,,,,,,,,,,,,18.0,1205.0,75.6,0.107,1.4,29.0,3.9,5,10.0,2.34,24.4,15.6,superstar
hillge01,George Hill,2008,26,1,SAS,IUPUI,1986-05-04,22.15,76.0,188.0,SG,True,2007-08,JR,G,Summit,32.0,36.8,21.5,6.8,4.3,1.8,0.4,2.9,0.545,0.45,0.812,0.605,,0.661,28.1,,15.0,915.0,71.0,0.139,1.1,19.4,5.3,5,8.2,1.1,28.6,14.64,all_star
arthuda01,Darrell Arthur,2008,27,1,NOH,Kansas,1988-03-25,20.25,81.0,235.0,PF,True,2007-08,SO,F,Big 12,40.0,24.7,12.8,6.3,0.8,0.5,1.3,1.9,0.543,0.167,0.702,0.546,,0.569,,,9.0,503.0,12.3,0.066,-2.2,-0.4,-0.1,5,-0.6,-2.88,7.5,12.32,bust
greendo01,Donté Greene,2008,28,1,MEM,Syracuse,1988-02-21,20.34,83.0,226.0,PF,True,2007-08,FR,F,Big East,35.0,35.8,17.7,7.2,2.0,1.3,1.6,2.6,0.418,0.345,0.707,0.505,,0.531,24.9,,4.0,253.0,1.5,0.017,-2.8,-0.9,-1.6,4,-1.0,-3.25,1.6,9.57,bust
whitedj01,D.J. White,2008,29,1,DET,Indiana,1986-08-31,21.82,81.0,251.0,PF,True,2007-08,SR,F,Big Ten,33.0,33.5,17.4,10.3,0.8,0.8,1.6,1.9,0.605,0.333,0.689,0.606,,0.632,23.8,,6.0,138.0,3.8,0.087,-2.1,0.0,6.4,5,0.6,0.42,4.7,17.76,rotation
giddejr01,J.R. Giddens,2008,30,1,BOS,New Mexico,1985-02-13,23.36,77.0,215.0,SF,True,2007-08,SR,G,MWC,33.0,32.2,16.3,8.8,3.1,1.4,1.2,2.2,0.516,0.333,0.586,0.547,,0.558,27.4,,2.0,38.0,0.1,0.027,-4.3,-0.1,7.2,4,-0.4,-1.73,0.2,13.25,bust
pekovni01,Nikola Peković,2008,31,2,MIN,,1986-01-03,22.48,83.0,307.0,C,False,,,,,,,,,,,,,,,,,,,,,6.0,271.0,18.8,0.134,-0.7,2.2,1.0,5,1.4,-1.4,11.8,17.6,rotation
sharpwa01,Walter Sharpe,2008,32,2,SEA,UAB,1986-07-18,21.94,81.0,245.0,PF,True,2007-08,SO,F,CUSA,12.0,24.9,14.2,6.8,1.7,1.2,1.8,2.8,0.523,0.0,0.523,0.523,,0.528,33.0,,1.0,8.0,-0.1,-0.131,-10.1,0.0,-10.1,1,0.0,-10.1,-0.1,4.8,bust
dorsejo01,Joey Dorsey,2008,33,2,POR,Memphis,1983-12-16,24.53,80.0,268.0,PF,True,2007-08,SR,F,CUSA,38.0,25.2,6.9,9.5,0.5,1.1,1.9,1.1,0.647,,0.378,0.647,,0.584,13.1,,4.0,130.0,2.9,0.092,-2.7,-0.3,0.3,5,-0.1,-3.4,1.0,11.9,bust
chalmma01,Mario Chalmers,2008,34,2,MIN,Kansas,1986-05-19,22.11,74.0,190.0,PG,True,2007-08,JR,G,Big 12,39.0,30.0,12.8,3.1,4.3,2.5,0.6,1.9,0.516,0.468,0.746,0.631,,0.656,,,9.0,646.0,32.3,0.09,-0.6,5.9,1.7,5,4.2,-0.34,20.3,12.1,starter
jordade01,DeAndre Jordan,2008,35,2,LAC,Texas A&M,1988-07-21,19.93,83.0,265.0,C,True,2007-08,FR,C,Big 12,35.0,20.1,7.9,6.0,0.4,0.2,1.3,1.6,0.617,,0.437,0.617,,0.58,,,18.0,1123.0,99.4,0.17,1.1,22.2,3.4,5,1.7,-1.58,19.8,15.04,all_star
asikom01,Ömer Aşık,2008,36,2,POR,,1986-07-04,21.98,84.0,255.0,C,False,,,,,,,,,,,,,,,,,,,,,8.0,471.0,20.9,0.109,-1.9,0.1,-0.7,5,0.7,-1.37,10.8,13.37,rotation
mbahalu01,Luc Mbah a Moute,2008,37,2,MIL,UCLA,1986-09-09,21.8,80.0,230.0,PF,True,2007-08,JR,F,Pac-10,33.0,29.0,8.8,6.0,1.5,1.0,0.5,1.9,0.478,0.2,0.689,0.488,,0.518,18.4,,12.0,689.0,26.0,0.078,-1.5,2.0,0.5,5,1.3,-1.52,16.4,11.72,rotation
weaveky01,Kyle Weaver,2008,38,2,CHA,Washington State,1986-02-18,22.35,78.0,201.0,SG,True,2007-08,SR,G,Pac-10,35.0,33.1,12.2,5.3,4.3,1.7,0.7,2.8,0.463,0.364,0.733,0.503,,0.561,,,3.0,73.0,1.5,0.051,-1.1,0.3,0.8,3,0.3,-1.03,1.5,10.73,rotation
weemsso01,Sonny Weems,2008,39,2,CHI,Arkansas,1986-07-08,21.97,78.0,205.0,SF,True,2007-08,SR,F,SEC,34.0,31.4,15.0,4.5,2.6,1.3,0.2,2.8,0.464,0.37,0.803,0.527,,0.552,25.4,,4.0,183.0,0.0,0.001,-4.2,-1.8,-2.0,5,-1.1,-8.5,0.6,6.4,bust
douglch01,Chris Douglas-Roberts,2008,40,2,NJN,Memphis,1987-01-08,21.46,79.0,200.0,SG,True,2007-08,JR,G,CUSA,40.0,28.7,18.1,4.1,1.8,1.2,0.5,2.1,0.541,0.413,0.712,0.588,,0.617,27.7,,6.0,222.0,5.4,0.059,-2.2,-0.2,-0.5,5,-0.5,-2.73,3.0,10.88,bust
jawaina01,Nathan Jawai,2008,41,2,IND,,1986-10-10,21.71,82.0,280.0,C,False,,,,,,,,,,,,,,,,,,,,,2.0,45.0,0.2,0.02,-4.4,-0.3,-3.8,2,-0.3,-11.05,0.2,1.7,bust
singlse01,Sean Singletary,2008,42,2,SAC,Virginia,1985-09-06,22.8,72.0,185.0,PG,True,2007-08,SR,G,ACC,33.0,34.0,19.8,3.8,6.1,1.8,0.0,3.9,0.426,0.367,0.851,0.487,,0.562,29.9,,1.0,37.0,0.0,0.006,-5.1,-0.2,-3.8,3,-0.5,-4.97,0.1,6.9,bust
ewingpa02,Patrick Ewing,2008,43,2,SAC,Georgetown,1984-05-20,24.1,80.0,235.0,SF,True,2007-08,SR,F,Big East,34.0,21.7,6.1,4.2,1.8,1.0,0.7,1.6,0.529,0.283,0.658,0.575,,0.598,17.1,,1.0,7.0,-0.1,-0.158,-9.1,0.0,-9.1,1,0.0,-9.1,-0.1,0.6,bust
tomican01,Ante Tomić,2008,44,2,UTA,,1987-02-17,21.36,86.0,265.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,bust
dragigo01,Goran Dragić,2008,45,2,SAS,,1986-05-06,22.14,76.0,190.0,PG,False,,,,,,,,,,,,,,,,,,,,,15.0,946.0,56.7,0.106,0.5,15.9,3.9,5,0.8,-1.06,4.9,13.34,all_star
plaistr01,Trent Plaisted,2008,46,2,SEA,BYU,1986-10-20,21.68,83.0,245.0,,True,2007-08,JR,F,MWC,35.0,27.4,15.6,7.7,1.5,0.4,1.0,2.4,0.542,,0.542,0.542,,0.549,30.3,,,,,,,,,0,,,,,bust
walkebi01,Henry Walker,2008,47,2,WAS,Kansas State,1987-10-09,20.71,78.0,220.0,SF,True,2007-08,FR,F,Big 12,31.0,27.3,16.1,6.3,1.9,0.9,0.5,2.6,0.465,0.307,0.737,0.51,,0.548,28.7,,5.0,181.0,5.0,0.079,-1.8,0.2,-0.3,5,0.5,-2.42,5.4,11.86,rotation
hairsma01,Malik Hairston,2008,48,2,PHO,Oregon,1987-02-23,21.34,78.0,220.0,SG,True,2007-08,SR,G,Pac-10,31.0,31.5,16.3,4.8,2.1,0.6,0.8,1.8,0.525,0.433,0.732,0.603,,0.63,24.2,,2.0,62.0,0.8,0.086,-2.0,0.0,-1.9,2,0.0,-1.95,0.8,11.8,rotation
hendrri02,Richard Hendrix,2008,49,2,GSW,Alabama,1986-11-15,21.61,80.0,250.0,,True,2007-08,JR,F,SEC,32.0,30.6,17.8,10.1,1.6,1.3,1.9,1.7,0.598,0.286,0.537,0.601,,0.594,,,,,,,,,,0,,,,,bust
hardide01,DeVon Hardin,2008,50,2,SEA,California,1986-08-07,21.89,83.0,250.0,,True,2007-08,SR,C,Pac-10,30.0,23.8,9.3,7.4,0.7,0.6,1.2,1.4,0.554,,0.636,0.554,,0.584,19.8,,,,,,,,,0,,,,,bust
fostesh01,Shan Foster,2008,51,2,DAL,Vanderbilt,1986-08-20,21.85,78.0,205.0,,True,2007-08,SR,G,SEC,34.0,33.7,20.3,4.9,1.6,1.1,0.2,1.7,0.523,0.469,0.76,0.667,,0.679,24.2,,,,,,,,,0,,,,,bust
jacksda01,Darnell Jackson,2008,52,2,MIA,Kansas,1985-11-07,22.63,81.0,253.0,PF,True,2007-08,SR,F,Big 12,40.0,24.3,11.2,6.7,1.1,0.8,0.5,1.3,0.626,0.333,0.691,0.63,,0.65,,,3.0,138.0,1.3,0.059,-5.2,-0.8,-3.5,5,-1.2,-11.78,1.0,2.7,bust
dragita01,Tadija Dragićević,2008,53,2,UTA,,1986-01-28,22.41,81.0,222.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,bust
leunema01,Maarty Leunen,2008,54,2,HOU,Oregon,1985-09-03,22.81,81.0,220.0,,True,2007-08,SR,F,Pac-10,32.0,34.7,15.2,9.2,2.8,0.9,0.3,1.6,0.559,0.492,0.789,0.664,,0.696,18.6,,,,,,,,,0,,,,,bust
taylomi01,Mike Taylor,2008,55,2,POR,Iowa State,1986-01-21,22.43,74.0,165.0,PG,True,2006-07,JR,G,Big 12,31.0,32.9,16.0,4.1,4.5,1.1,0.1,5.4,0.376,0.36,0.682,0.464,,0.495,,,1.0,51.0,-0.4,-0.028,-5.2,-0.6,-5.2,1,-0.6,-5.2,-0.4,10.1,bust
kaunsa01,Sasha Kaun,2008,56,2,SEA,Kansas,1985-05-08,23.13,83.0,260.0,C,True,2007-08,SR,C,Big 12,40.0,17.7,7.1,3.9,0.3,0.4,1.2,0.8,0.619,,0.541,0.619,,0.607,,,1.0,25.0,0.2,0.096,-2.8,0.0,-2.8,5,,,,,bust
gistja01,James Gist,2008,57,2,SAS,Maryland,1986-10-26,21.67,80.0,225.0,,True,2007-08,SR,F,ACC,33.0,32.0,15.9,7.9,1.4,1.3,2.3,2.7,0.496,0.31,0.737,0.524,,0.564,25.1,,,,,,,,,0,,,,,bust
crawfjo01,Joe Crawford,2008,58,2,LAL,Kentucky,1986-06-17,22.03,77.0,210.0,SF,True,2007-08,SR,G,SEC,30.0,33.6,17.9,3.6,2.1,0.6,0.2,2.8,0.469,0.364,0.762,0.547,,0.581,28.9,,1.0,2.0,0.0,0.037,-2.7,0.0,-2.7,1,0.0,-2.7,0.0,10.8,bust
washide02,Deron Washington,2008,59,2,DET,Virginia Tech,1985-12-12,22.54,79.0,205.0,,True,2007-08,SR,F,ACC,35.0,33.1,13.1,6.5,2.3,1.0,0.6,2.1,0.416,0.269,0.671,0.442,,0.502,22.8,,,,,,,,,0,,,,,bust
erdense01,Semih Erden,2008,60,2,BOS,,1986-07-28,21.91,84.0,240.0,C,False,,,,,,,,,,,,,,,,,,,,,2.0,69.0,1.8,0.094,-3.6,-0.4,-2.3,5,-0.2,-4.5,2.8,9.1,bust
griffbl01,Blake Griffin,2009,1,1,LAC,Oklahoma,1989-03-16,20.28,81.0,250.0,C,True,2008-09,SO,F,Big 12,35.0,33.3,22.7,14.4,2.3,1.1,1.2,3.3,0.654,0.375,0.59,0.657,,0.648,30.8,,13.0,765.0,81.1,0.16,3.3,32.8,5.1,5,15.7,3.73,41.8,22.9,superstar
thabeha01,Hasheem Thabeet,2009,2,1,MEM,UConn,1987-02-16,22.36,87.0,263.0,C,True,2008-09,JR,C,Big East,36.0,31.8,13.6,10.8,0.5,0.6,4.2,1.9,0.64,,0.627,0.64,,0.646,19.0,,5.0,224.0,4.8,0.099,-2.7,-0.4,2.8,5,-0.5,-7.24,2.9,4.26,bust
hardeja01,James Harden,2009,3,1,OKC,Arizona State,1989-08-26,19.83,77.0,220.0,PG,True,2008-09,SO,G,Pac-10,35.0,35.8,20.1,5.6,4.2,1.7,0.3,3.4,0.489,0.356,0.756,0.553,,0.607,32.5,,17.0,1221.0,182.4,0.206,6.2,87.9,11.0,5,17.5,3.58,46.5,19.58,superstar
evansty01,Tyreke Evans,2009,4,1,SAC,Memphis,1989-09-19,19.77,78.0,220.0,SG,True,2008-09,FR,G,CUSA,37.0,29.0,17.1,5.4,3.9,2.1,0.8,3.6,0.455,0.274,0.711,0.489,,0.529,33.1,,10.0,594.0,28.4,0.075,0.8,13.1,4.5,5,7.3,0.62,17.2,17.1,all_star
